1,Madoka,01,1-30,D:\AllDowns\Madoka\[Madoka][01]\1-30.jpg,好过分
2,Madoka,01,1-32,D:\AllDowns\Madoka\[Madoka][01]\1-32.jpg,没办法啊  只有她一个人的话负担太重了
3,Madoka,01,1-36,D:\AllDowns\Madoka\[Madoka][01]\1-36.jpg,但是她也是有了觉悟的吧
4,Madoka,01,1-42,D:\AllDowns\Madoka\[Madoka][01]\1-42.jpg,怎么这样  太过分了啊
5,Madoka,01,1-44,D:\AllDowns\Madoka\[Madoka][01]\1-44.jpg,怎么可以这样呢
6,Madoka,01,1-57,D:\AllDowns\Madoka\[Madoka][01]\1-57.jpg,放弃的话就到此为止了
7,Madoka,01,2-2,D:\AllDowns\Madoka\[Madoka][01]\2-2.jpg,但是  你可以改变命运
8,Madoka,01,2-9,D:\AllDowns\Madoka\[Madoka][01]\2-9.jpg,无法回避的毁灭与叹息
9,Madoka,01,2-12,D:\AllDowns\Madoka\[Madoka][01]\2-12.jpg,一切都由你来颠覆即可
10,Madoka,01,2-15,D:\AllDowns\Madoka\[Madoka][01]\2-15.jpg,你具有的正是为此而生的力量
11,Madoka,01,2-19,D:\AllDowns\Madoka\[Madoka][01]\2-19.jpg,是真的吗
12,Madoka,01,2-27,D:\AllDowns\Madoka\[Madoka][01]\2-27.jpg,像我这样的人  真的可以做到些什么的吗
13,Madoka,01,2-30,D:\AllDowns\Madoka\[Madoka][01]\2-30.jpg,可以改变这样的结局吗
14,Madoka,01,2-32,D:\AllDowns\Madoka\[Madoka][01]\2-32.jpg,当然了
15,Madoka,01,2-34,D:\AllDowns\Madoka\[Madoka][01]\2-34.jpg,所以跟我结下契约
16,Madoka,01,2-36,D:\AllDowns\Madoka\[Madoka][01]\2-36.jpg,成为魔法少女吧
17,Madoka,01,2-56,D:\AllDowns\Madoka\[Madoka][01]\2-56.jpg,白梦一场？
18,Madoka,01,4-34,D:\AllDowns\Madoka\[Madoka][01]\4-34.jpg,早上好  爸爸
19,Madoka,01,4-36,D:\AllDowns\Madoka\[Madoka][01]\4-36.jpg,早上好  小圆
20,Madoka,01,4-37,D:\AllDowns\Madoka\[Madoka][01]\4-37.jpg,妈妈呢
21,Madoka,01,4-40,D:\AllDowns\Madoka\[Madoka][01]\4-40.jpg,达也去叫她了  去帮忙吧
22,Madoka,01,4-42,D:\AllDowns\Madoka\[Madoka][01]\4-42.jpg,好
23,Madoka,01,4-46,D:\AllDowns\Madoka\[Madoka][01]\4-46.jpg,妈妈  妈妈
24,Madoka,01,4-49,D:\AllDowns\Madoka\[Madoka][01]\4-49.jpg,早上  早上了
25,Madoka,01,4-52,D:\AllDowns\Madoka\[Madoka][01]\4-52.jpg,起来啦  妈妈  妈妈
26,Madoka,01,5-0,D:\AllDowns\Madoka\[Madoka][01]\5-0.jpg,起来喽
27,Madoka,01,5-5,D:\AllDowns\Madoka\[Madoka][01]\5-5.jpg,咦？
28,Madoka,01,5-7,D:\AllDowns\Madoka\[Madoka][01]\5-7.jpg,妈妈终于起来了
29,Madoka,01,5-13,D:\AllDowns\Madoka\[Madoka][01]\5-13.jpg,最近怎么样
30,Madoka,01,5-16,D:\AllDowns\Madoka\[Madoka][01]\5-16.jpg,仁美又收到情书了
31,Madoka,01,5-18,D:\AllDowns\Madoka\[Madoka][01]\5-18.jpg,这个月已经两封了
32,Madoka,01,5-21,D:\AllDowns\Madoka\[Madoka][01]\5-21.jpg,哼  连亲自去告白的勇气都没有的男人是不行的
33,Madoka,01,5-28,D:\AllDowns\Madoka\[Madoka][01]\5-28.jpg,和子怎么样了
34,Madoka,01,5-29,D:\AllDowns\Madoka\[Madoka][01]\5-29.jpg,老师好像还在继续
35,Madoka,01,5-32,D:\AllDowns\Madoka\[Madoka][01]\5-32.jpg,在班会上也是眉飞色舞的
36,Madoka,01,5-35,D:\AllDowns\Madoka\[Madoka][01]\5-35.jpg,这周就是第三个月了  创造新纪录了呢
37,Madoka,01,5-38,D:\AllDowns\Madoka\[Madoka][01]\5-38.jpg,谁知道会怎样呢
38,Madoka,01,5-40,D:\AllDowns\Madoka\[Madoka][01]\5-40.jpg,现在正是复杂的阶段呢
39,Madoka,01,5-44,D:\AllDowns\Madoka\[Madoka][01]\5-44.jpg,是吗
40,Madoka,01,5-50,D:\AllDowns\Madoka\[Madoka][01]\5-50.jpg,不是真的的话大概这时候就该出破绽了
41,Madoka,01,5-55,D:\AllDowns\Madoka\[Madoka][01]\5-55.jpg,不过  能克服的话应该可以坚持一年吧
42,Madoka,01,6-6,D:\AllDowns\Madoka\[Madoka][01]\6-6.jpg,完成
43,Madoka,01,6-8,D:\AllDowns\Madoka\[Madoka][01]\6-8.jpg,缎带选哪个？
44,Madoka,01,6-12,D:\AllDowns\Madoka\[Madoka][01]\6-12.jpg,哎  太花俏了吧
45,Madoka,01,6-14,D:\AllDowns\Madoka\[Madoka][01]\6-14.jpg,那种程度才好嘛
46,Madoka,01,6-16,D:\AllDowns\Madoka\[Madoka][01]\6-16.jpg,女人因外表而被轻视了的话就完了哦
47,Madoka,01,6-28,D:\AllDowns\Madoka\[Madoka][01]\6-28.jpg,不是挺好嘛  这样小圆的隐藏FANS们就会被迷得神魂颠倒了
48,Madoka,01,6-31,D:\AllDowns\Madoka\[Madoka][01]\6-31.jpg,才没有呢  那种FANS
49,Madoka,01,6-34,D:\AllDowns\Madoka\[Madoka][01]\6-34.jpg,要当是有才行嘛  这就是美人的秘诀
50,Madoka,01,6-47,D:\AllDowns\Madoka\[Madoka][01]\6-47.jpg,安全上垒
51,Madoka,01,6-49,D:\AllDowns\Madoka\[Madoka][01]\6-49.jpg,来  全吃光不要剩下哦
52,Madoka,01,6-50,D:\AllDowns\Madoka\[Madoka][01]\6-50.jpg,是
53,Madoka,01,6-53,D:\AllDowns\Madoka\[Madoka][01]\6-53.jpg,咖啡  要再来一杯吗
54,Madoka,01,6-57,D:\AllDowns\Madoka\[Madoka][01]\6-57.jpg,不了
55,Madoka,01,7-12,D:\AllDowns\Madoka\[Madoka][01]\7-12.jpg,好喽  那么我出发了
56,Madoka,01,7-16,D:\AllDowns\Madoka\[Madoka][01]\7-16.jpg,走好
57,Madoka,01,7-19,D:\AllDowns\Madoka\[Madoka][01]\7-19.jpg,来  小圆也要抓紧了
58,Madoka,01,7-21,D:\AllDowns\Madoka\[Madoka][01]\7-21.jpg,嗯
59,Madoka,01,7-24,D:\AllDowns\Madoka\[Madoka][01]\7-24.jpg,我出门了
60,Madoka,01,7-25,D:\AllDowns\Madoka\[Madoka][01]\7-25.jpg,走好
61,Madoka,01,7-26,D:\AllDowns\Madoka\[Madoka][01]\7-26.jpg,走好
62,Madoka,01,7-42,D:\AllDowns\Madoka\[Madoka][01]\7-42.jpg,早上好
63,Madoka,01,7-44,D:\AllDowns\Madoka\[Madoka][01]\7-44.jpg,早安
64,Madoka,01,7-45,D:\AllDowns\Madoka\[Madoka][01]\7-45.jpg,圆  你好慢啊
65,Madoka,01,7-47,D:\AllDowns\Madoka\[Madoka][01]\7-47.jpg,喔  好可爱的缎带
66,Madoka,01,7-49,D:\AllDowns\Madoka\[Madoka][01]\7-49.jpg,是吗  不会太花哨吧
67,Madoka,01,7-51,D:\AllDowns\Madoka\[Madoka][01]\7-51.jpg,很漂亮哟
68,Madoka,01,8-4,D:\AllDowns\Madoka\[Madoka][01]\8-4.jpg,…还说呢  用情书而不是亲自去告白是不行的
69,Madoka,01,8-8,D:\AllDowns\Madoka\[Madoka][01]\8-8.jpg,圆的妈妈还是一如既往的帅气呢
70,Madoka,01,8-10,D:\AllDowns\Madoka\[Madoka][01]\8-10.jpg,又漂亮还是女强人
71,Madoka,01,8-14,D:\AllDowns\Madoka\[Madoka][01]\8-14.jpg,要是真能像那样果断就好了
72,Madoka,01,8-18,D:\AllDowns\Madoka\[Madoka][01]\8-18.jpg,真是奢侈的烦恼呢
73,Madoka,01,8-22,D:\AllDowns\Madoka\[Madoka][01]\8-22.jpg,真好  我也想收到一封呢  情书
74,Madoka,01,8-28,D:\AllDowns\Madoka\[Madoka][01]\8-28.jpg,哦？  圆也想和仁美一样变成受欢迎的美少女啊
75,Madoka,01,8-32,D:\AllDowns\Madoka\[Madoka][01]\8-32.jpg,所以才先从缎带开始改变印象啊
76,Madoka,01,8-34,D:\AllDowns\Madoka\[Madoka][01]\8-34.jpg,才不是  这是妈妈…
77,Madoka,01,8-37,D:\AllDowns\Madoka\[Madoka][01]\8-37.jpg,这么说是从妈妈那里学到了受欢迎的秘诀啦
78,Madoka,01,8-40,D:\AllDowns\Madoka\[Madoka][01]\8-40.jpg,不像话  对这种不知廉耻的孩子
79,Madoka,01,8-42,D:\AllDowns\Madoka\[Madoka][01]\8-42.jpg,就要这样
80,Madoka,01,8-44,D:\AllDowns\Madoka\[Madoka][01]\8-44.jpg,不要  快住手
81,Madoka,01,8-47,D:\AllDowns\Madoka\[Madoka][01]\8-47.jpg,你这可爱的家伙
82,Madoka,01,8-49,D:\AllDowns\Madoka\[Madoka][01]\8-49.jpg,但是想受男生欢迎什么的我可不原谅哟
83,Madoka,01,8-52,D:\AllDowns\Madoka\[Madoka][01]\8-52.jpg,圆可是要成为我的新娘的
84,Madoka,01,9-5,D:\AllDowns\Madoka\[Madoka][01]\9-5.jpg,今天有件很重要的事要告诉大家
85,Madoka,01,9-7,D:\AllDowns\Madoka\[Madoka][01]\9-7.jpg,请用心听好
86,Madoka,01,9-11,D:\AllDowns\Madoka\[Madoka][01]\9-11.jpg,荷包蛋是全熟好还是半熟好？
87,Madoka,01,9-13,D:\AllDowns\Madoka\[Madoka][01]\9-13.jpg,中泽同学  请回答
88,Madoka,01,9-16,D:\AllDowns\Madoka\[Madoka][01]\9-16.jpg,那个…  哪种都好吧
89,Madoka,01,9-19,D:\AllDowns\Madoka\[Madoka][01]\9-19.jpg,正是如此  哪种都可以
90,Madoka,01,9-23,D:\AllDowns\Madoka\[Madoka][01]\9-23.jpg,仅凭煎荷包蛋的水平来决定女人的魅力真是大错特错
91,Madoka,01,9-27,D:\AllDowns\Madoka\[Madoka][01]\9-27.jpg,在座女生们务必
92,Madoka,01,9-29,D:\AllDowns\Madoka\[Madoka][01]\9-29.jpg,不要跟只吃半熟荷包蛋的男人交往
93,Madoka,01,9-32,D:\AllDowns\Madoka\[Madoka][01]\9-32.jpg,不行了吗
94,Madoka,01,9-34,D:\AllDowns\Madoka\[Madoka][01]\9-34.jpg,不行了呢
95,Madoka,01,9-35,D:\AllDowns\Madoka\[Madoka][01]\9-35.jpg,还有男生们
96,Madoka,01,9-38,D:\AllDowns\Madoka\[Madoka][01]\9-38.jpg,注意千万不要成为对荷包蛋斤斤计较的大人
97,Madoka,01,9-42,D:\AllDowns\Madoka\[Madoka][01]\9-42.jpg,好了  接下来
98,Madoka,01,9-45,D:\AllDowns\Madoka\[Madoka][01]\9-45.jpg,今天向大家介绍一位转学生
99,Madoka,01,9-47,D:\AllDowns\Madoka\[Madoka][01]\9-47.jpg,居然把这个放在了后面
100,Madoka,01,9-49,D:\AllDowns\Madoka\[Madoka][01]\9-49.jpg,那么晓美同学  请进来
101,Madoka,01,9-54,D:\AllDowns\Madoka\[Madoka][01]\9-54.jpg,喔  可爱  超可爱
102,Madoka,01,9-56,D:\AllDowns\Madoka\[Madoka][01]\9-56.jpg,哇  好漂亮
103,Madoka,01,10-4,D:\AllDowns\Madoka\[Madoka][01]\10-4.jpg,不会吧  难道说…
104,Madoka,01,10-7,D:\AllDowns\Madoka\[Madoka][01]\10-7.jpg,好  那么请做下自我介绍
105,Madoka,01,10-10,D:\AllDowns\Madoka\[Madoka][01]\10-10.jpg,我是晓美炎  请多关照
106,Madoka,01,10-40,D:\AllDowns\Madoka\[Madoka][01]\10-40.jpg,那个  晓美同学？
107,Madoka,01,10-47,D:\AllDowns\Madoka\[Madoka][01]\10-47.jpg,晓美同学原来在哪里的学校上学
108,Madoka,01,10-50,D:\AllDowns\Madoka\[Madoka][01]\10-50.jpg,东京的宗教式学校
109,Madoka,01,10-52,D:\AllDowns\Madoka\[Madoka][01]\10-52.jpg,以前有参加什么社团吗
110,Madoka,01,10-54,D:\AllDowns\Madoka\[Madoka][01]\10-54.jpg,运动系？  文学系？
111,Madoka,01,10-55,D:\AllDowns\Madoka\[Madoka][01]\10-55.jpg,没有参加过
112,Madoka,01,10-58,D:\AllDowns\Madoka\[Madoka][01]\10-58.jpg,好漂亮的头发啊  用什么牌子的洗发水呢
113,Madoka,01,11-2,D:\AllDowns\Madoka\[Madoka][01]\11-2.jpg,有种不可思议的感觉的人呢  晓美同学
114,Madoka,01,11-5,D:\AllDowns\Madoka\[Madoka][01]\11-5.jpg,呐 圆 你认识她吗
115,Madoka,01,11-8,D:\AllDowns\Madoka\[Madoka][01]\11-8.jpg,好像刚才她瞪着你看了吧
